text,label
یحی سر,0
مهرانتاج,0
محمدی,0
نوراتدین,0
حسن عثمانی,0
محمود,0
ذال بگ,0
کردیه,0
بالانساء,1
تمام زینب,1
مهنا,1
نور محمد,0
میر کاظم,0
روحاله,0
اثنا,0
نور نظر,1
شرافت الدین,0
رامیتین,0
پرنیا ز,1
مرسع,0
سامیه,1
عرضا,0
امیراحمد,0
پیشتوان,0
طواق قلی,0
محمود رضا,0
عمه,1
صنم بانو,1
مهدى,0
ضمبر,0
آلکو,0
قدم اله,0
یمنس,0
گزل خانم,1
سیاووش,0
سعید مراد,0
ربیعه,1
رکسانه,1
مهلت علی,0
تاج خانم,1
ابی,0
مینه,1
کما ل الدین,0
بگم,0
فاطمهصغری,1
ام البنی,1
محمد حبیب,0
حمید یاسر,0
عبدالحسنت,0
مراد علی,0
محمد یاسین,0
گلدوز,1
میت,0
مقدره,1
حجی خانم,0
امیرسالار,0
تاجاه,1
زرتشت,0
شاعفه,1
عید محمد,0
فرهمن,0
خدامدد,0
سعبد,0
میرصفا,0
ضیا ء,0
پورمند,0
انسیه,1
ید اله فیاض,0
هوض پور,0
محبوبعلی,0
رامثن,0
مرضییه,1
کهیار,0
گل ننه,1
لیلاال,1
نبی االه,0
فرخنده,1
تاج بردی,1
گل افروز,1
زینا,1
فرزند علی,0
کیواان,0
سیامند,0
شنو,0
ماه پاره خانم,1
بالا اقلان,0
جعفر فرامرز,0
چهرزاد,1
گل انار,1
امیر فریبرز,0
زینت الزمان,1
عطریجان,1
شیروان,0
کلاریس,1
ساره بیگم,1
درملک,0
عی اشرف,0
میب,0
نىا,0
تا بان,1
انسان الله,0
حجی,0
غلام حمد,0
جت الله,0
شا محمد,0
قیس علی,0
زبیده,1
آقا ولی,0
اسلام قلی,0
نا مق,1
چورکش,0
انشااله,0
خدیجه کبری,1
رحیل,1
رسول شریفیان,0
احمد راشد,0
مهد یار,0
طالب علی,0
سالر,0
ارجمند,0
جماء,0
نجوده,1
نصرت بانو,1
سیروسی,0
نورشرف,0
یه وین,0
خدا بخش,0
نورسعادت,1
کمیلا,1
اود,0
عدالحمید,0
زینب خا تون,1
رمضانغلی,0
قیاس علی,0
شاه صنم,1
عامان,0
نیتون,0
پراونه,1
مهرنگ,1
علی یاشا,0
حمید برزگری,0
ماه زر,1
عبید اله,0
میللا,0
حاجی عباس,0
ترزیا,0
سبریه,1
سهلا,1
ارغنون,1
سعیدی,1
معصو مه,1
غلیه,1
غوث بخش,0
عبدالواصد,0
شعله,1
بالا,0
جانعلی,0
قیص علی,0
مظاهر,0
محمد کمال,0
یوان,0
رو ح الله,0
کاظمعلی,0
ناصرعباس,0
محمدشاکر,0
حمی د,0
قربانعی,0
ثاقب,0
عادله خانم,1
حداوردی,0
میرسلمان,0
پوسف,0
صدر الدین,0
سا حله,1
گاچهره,0
عبدالقاهر,0
با یزید,0
پوزر,0
ملوک الزمان,1
آتنی,1
فقیر,0
آنا هییتا,1
عبداباسط,0
سودالبه,1
زبیح الله,0
حبییب,0
فرخی,1
صبرا,1
نوریقدی,0
فؤاد,0
موبینا,0
عطری,1
هبت,1
فتا,0
همیشه,0
تالوردی,0
چالیز,0
خان اقا,0
پرگان,0
مرزبان,0
صفورا,1
فاخره,1
ماه رخ,1
جمع اله,0
روح	الله,0
علی جان,0
حمید مهدی,0
طغری,0
فتح محمد,0
حوریه نسا,1
قنبر,0
مصرتاج,1
رحمدین,0
جبریل,0
سعیدغفور,0
مایا,1
محصا,1
آقا ویردی,0
فر دین,0
آوا,1
سوسن ال,1
اکبرعلی,0
محترم الصادات,1
شاشان,0
خانم جان,1
فزء,0
سنمیر,1
نور وردی,1
وکتوریا,1
پری مهر,1
مختارخان,0
محمد لطیف,0
امیرسامان,0
گرگان علی,0
فرفود,0
محبیبه,1
ویسعلی,0
آندروش,0
بایرام,0
آیسان,1
ابوالفضل,0
نایر,1
ریحان بانو,1
ذوالقدر,0
زرد نگل,1
محمد طیب,0
شاداده,0
نیکان,0
دیده بان,0
عبد الشعیب,0
نور اله,0
حلیسمه,1
رجب نظر,0
رامن,0
حسان اله,0
ممحسن,0
جمات,0
احتام,1
رمان,0
اقون,0
یر علی,0
علی ناصر,0
شاه زینب,1
سلماس,1
عهلیرضا,0
کاس بانو,1
بهنتام,0
صیداحمد,0
سلیمه خاتون,1
محمد عمید,0
حاج کریم,0
منصو ر ه,1
نداال,1
لیلا,1
سرباز,0
ابلقاسم,0
خدایاد,0
سخی قلی,0
آوختی,1
مهزاد,0
ابریجان,1
افرنگ,1
ملک شا,0
تکتم,0
خدادا,0
آتون,0
محمدنعیم,0
صارق,0
قیام الدین,0
محتشم,1
حسل,0
عباس سالار,0
هیله,1
فخرالنساء,1
نور جمین,1
وجهیه,1
سهیا,1
افرینش,1
ننه ناز,1
طاووس,1
هدات,0
مامه,1
راویه,0
خدا رضا,0
محمدغلی,0
نایب علی,0
عبدل حبیب,0
امیا,1
آتنا,1
راهبه,1
مهدینه,1
مهر زاد,0
علمناز,0
امید نجفی,0
بک دوردی,0
سمیرا,1
آقای حیدر,0
سعدیه,0
لینت,1
مستوران,1
دردی,1
کردعلی,0
میرزاعلی,0
ساشا,0
فضل اله,0
اسهل,0
محمد شعیب,0
عیسی,0
میلاده,1
گاتاج,0
دخیلاله,0
عظمت,1
ضامن علی,0
نورید,0
واحد,0
ابا ذر,0
پنجشنبه,0
مراد اخوند,0
رفیه,1
ماه زینب,1
تمیمه,1
براخاصت,0
پورنگ,0
شکیله,1
چنی,1
مرحت,0
ماهروز,1
کلثومه,1
سلطان قلی,0
زر گل,1
صیفه,1
دامان,0
تامارا,1
بشیره,1
میرنبی,0
فرامند,0
سامانه,0
حمز,0
معظم حمزه,0
فاصل,0
پولاد,0
مرزاعلی,0
رخسلره,1
نایبا,0
اکرمعلی,0
بناز,1
محمبوبه,1
خواجه اباصلت,0
محمدفرهاد,0
اشرفی,0
نادر قلی,0
دیان,0
علی عطار,0
شاه مولا,0
غلام بنی,0
صفه نساء,1
فرشته ال,1
بایرام بی بی,1
بایرام قلیچ,0
جوان شیر,0
نصر تاله,0
خدارحم,0
منگلور,0
عبدل امام,0
امنه بیگم,1
ثوره,1
محمدمیرضا,0
فاطمه زهره,1
قدر علی,0
میشل,0
علی آقا,0
امرالدین,0
ابلفرز,0
امیرتیمور,0
فلوار,1
رمضان,0
محب,0
عیدیمحمد,0
گداعلی,0
امیر اصف,0
گلاره,1
جمعه خان,0
معتبر,0
سپیده صغری,1
چنگیز علی,0
راهید,0
شهرود,1
آبت اله,0
اهیده,1
سکینه طاهری,1
سنت الله,0
جره,1
میر فردین,0
فیروزش,0
گیسا,1
ولی الیه,0
نورقلی,0
مجمد حسین,0
آصف علی,0
فربده,1
الناس,0
خانم گلی,1
سگینه,1
شا عباس,0
نبی اللله,0
عبدل مجید,0
خیجه,1
شاهین,0
فزانه,1
گلخندان,1
درویش,0
حیبن,0
بدری ال,0
مستجاب,1
مریدعلی,0
ماشا اله,0
محمدمنیر,0
ریما,1
میم,0
الوینا,0
کتاب علی,0
حمید الله,0
طاغن قلی,0
صعاد,0
ساریه,1
ضعیفه,1
منزلت,1
مدیر,0
شهرور,0
اعزامعلی,0
صمیعه,1
راهله,1
فخرالحاجیه,1
محرم,0
مشدقلی,0
نصیب علی,0
یگن بردی,1
مسلع الدین,0
الهی خان,0
بصری,1
منظره,1
اویشه,1
ممنوش,1
امیر ناصر,0
برارعلی,0
لا له,1
غظیمه,1
کهسا,0
قلیچ محمد,0
بدر جهان,1
نجات بخش,0
بهاالدین,0
ابره,0
اغل بی بی,1
فرهوده,1
اممده,0
میرباقر,0
گوهرتاج,1
گلجهان,1
کثیره,1
ابوفضل,0
عزیز پروین,1
سونیتا,1
هونار,0
کارانای,1
ممحمد علی,0
میر سعداله,0
اشکا ن,0
بالیمریم,0
وجیحه ال,0
پیمای,0
میر عبداله,0
اریوش,0
محمد زمانی,0
شاهیندخت,1
محمدجان,0
ناصریه,1
می خانوم,1
مجرم,0
ملکی,0
چمریم,0
پارسا,0
بلیندا,0
فضل االه,0
فرازمحمد,0
پورتاش,0
میر نصرت,0
باب الله,0
محمد خبات,0
شمسی جان,1
شمساالدین,0
امانی,0
جبا ر,0
ارجعلی,0
محکیه,1
محمدرجب,0
ملک مسعود,0
بنی اله,0
خا لید,0
سلطان گل,1
امیربهزاد,0
بلمسلم,0
بسیرا,0
رامنه,0
آیسونا,1
ام الفروه,1
هدیه خاتون,1
سبیکه,1
هدال,0
سهاب,0
بابلی,0
دانشمند,0
تقان وردی,0
ننه گل,1
اختر الملوک,1
حسن پهلوان,0
سیپید ه ال,1
واقبف,0
شیر احمد,0
بایرام تاج,1
تات گلدی,1
نور	محمد,0
عسگر محمد,0
حداء,0
اصطفا,0
تحمد,0
ای بیکه,1
میرتوحید,0
بی تا,1
راضی,1
پروین,1
اشرف الدین,1
شیوای,1
هدرا,0
محمدباقری,0
غیاثعلی,0
پری بانو,1
چبه,1
غلامی نبی,0
آزیتا,0
فرید الله,0
نجار,0
انه قربان,1
ندال,1
ولی قربان,0
کاترین,0
قریبا,0
گشتاب,0
جواهری,1
سعیدمحمد,0
اسد اله,0
پریوین,1
گل سم,1
محمدمیرزا,0
رضا ,0
امیر سلیمان,0
عامره,1
شکامه,1
عین اله,0
رویا ء,1
نارنج,0
اوغول نیاز,1
حبیب هلله,0
اعقول,0
لقا,1
مهریا,1
غلی اصغر,0
دولت محمد,0
قوس الدین,0
هالی,1
ویلا,0
ضرغام علی,0
فر ها د,0
یویف,0
ستار,0
صبرانه,1
الیس,1
نحمه,1
صلیمه,1
آیت علی,0
زرغون,1
عبا سعلی,0
اصغ,0
مثم,0
زهرال,1
هاد ی,0
مهرین تاج,1
مرحمت,0
فرخ هما,0
مرد قلیچ,0
گل صنم,1
شیر الله,0
حسین خان,0
رحیمه ال,1
شهین ناز,1
دادوود,0
فریال,0
کال,0
میر قفار,0
سیکول,0
محمد رفیق,0
علی احد,0
اشور دردی,0
عبدلا,0
ساناقا,1
خوش گلدی,1
خسرو,0
رینا,1
ملکها,0
هاشنم,0
مانه,1
میر فتح اله,0
غریب علی,0
محمدصادق,0
عبدالایوب,0
شنگل,1
ایت,0
مه بی بی,1
آترین,1
سامره,1
بیا ضعلی,0
فرفن الله,0
شناز,1
نادری,0
دوست مراد,0
غوث الدین,0
بانو صدریه,1
جان محمد,0
اربین,0
جستیم,0
فضه,0
مر صاد,0
سیپد ه,1
واعظی,0
عبدااحسین,0
صید عباس,0
جلا ل,0
خباس,0
پایان,0
رجب تقان,0
گل شکر,1
امیر ولی,0
عبداالوهاب,0
سیروز,0
مکایل,0
شمسی ال,1
حقمراد,0
مرتضی علی,0
التغات,0
مهرالدین,0
عرب محمد,0
فریبات,0
مسیح,0
ای سونه,1
مهرسا,0
صاعده,0
جلییل,0
سلطان ابراهیم,0
محمداقا,0
اسماعیلی,0
صاحبجان,1
رسول کاظمی,0
الهامال,1
راحله,1
قلندر,0
مصعب,0
امامقلی,0
خلیله,1
مایدی,1
سی دبهزاد,0
ایران تاج,1
فرزلنه,0
پوربخش,0
مولود محمد,0
کاکه مم,0
فیسل,0
خلاتعلی,0
محمدتاقان,0
نیروان,1
پیر زاد,0
چوپانقلی,0
میرعلی صاحب,0
محمدرضی,0
خاور,1
گل گز,1
میر ابراهیم,0
سمبه,1
زهاب,0
کبک علی,0
عبدالرحمت,0
کرمی,0
ارانوش,0
عرشیه,0
پناه بر خدا,0
فقان,0
آقا کشی,0
یونصور,0
گل نوش,1
مامیک,1
اجمل,0
امام وردی,0
عزت اله,0
خدیجه سلطان,1
ملک ناز,0
ذیاب,0
پر ی,1
اصغراقا,0
ریاحه,1
نعباس,0
طایفه,1
علی اغر,0
میر حقیت شاه,0
سعیده بانو,1
صبحعلی,0
فقیر گل,0
بال بی بی,1
فروکغ اعظم,1
تابست,1
سودمعلی,0
ابدالفضل,0
امیر قلی,0
میرزا بابا,0
میرکمال الدین,0
روزی گل,1
فقیه,1
باب اله,0
ضیاءاله,0
عبدالمحید,0
شاه بندر,0
شایا,0
مجی,0
روان,0
شهرازاد,1
نمرود,0
حاجی تواق,0
بدالاحد,0
مریم جان,1
سر فراز,0
عدالرحمان,0
خانم نوشین,1
اهون,0
علام,0
میر حج,0
ذبیح الله,0
محمد حنیف,0
آرزوگل,1
مشگعلی,1
فضه خانم,0
فیممه,0
غمگذار,1
محمدعرفان,0
صاحب جان,1
بیگلر,0
نروزعلی,0
ابرو,1
میرنصیر,0
ملک نسا,1
هاد,0
تبارکه,0
روغل سلطان,1
کامه,1
غلم محمد,0
رسول اله,0
اوغل شکر,1
داشی,0
نظیفه,1
مهد ی,0
غلام یحی,0
فرامک,1
افسون,1
اتش,0
عبالرشید,0
بهزادحسین,0
صنوبر,1
حسن آقا,0
شجاعت,0
تعظم,1
ورژینا,0
عبدلامام,0
شاه غلام,0
شهداد,0
آغاسی,0
عبدل ستار,0
ماه منیر,1
ر با به,0
عبدالنعمت,0
آقابابا,0
حید,0
مجید صالح,0
محمد عطار,0
سوربون,1
عبدالرب,0
راید راضی,0
شهیده,1
ذلفقار,0
بهزد,0
زیناالعابدین,0
ابوالرحیم,0
محمداکبر,0
فخر اله,1
منظر بیگم,1
شاه مراد,0
منوهر,0
پیر حسین,0
محر مصلی,0
دوستمراد,0
جبیب,0
ذکر علی,0
عباسعبی,0
نایمه,1
میرزا قلی,0
امیر شاهین,0
حاج سارا,1
چراغ علی,0
گل سارا,1
کمر الدین,0
سبحانه خاتون,1
خانم قز,1
شهمراد,0
حستن,0
خیرالنیسا,1
میدرضا,0
عبدالجیل,0
اقا حسین,0
بلیل,0
فیضاله,0
بهزلد,0
مکنا,0
مفید,0
قمر نسا,1
نعمتالله,0
داننده,0
عرینب,1
مهرافروز,1
زاکرس,0
زرین باح,1
فاعقه,1
نوریان,0
نیاز محمد,0
عین الدین,0
غایب,0
گلناج,1
عدلیه,1
شجاععلی,0
صید مراد,0
جهان شیر,0
شامیرزا,0
امیداله,0
مرام,0
شریعنلی,0
شیداله,0
عدنان,0
شاداب,0
رسول علی,0
طایل,0
قیوب,0
تهامه,1
هلی,1
شمیمه,1
خانش,0
نادر شاه,0
مصلحت,0
محمدصفر,0
سهیبه,1
ستاه,1
فرزین,0
فیران,0
جاثیه,1
صابرعلی,0
عطره,1
سناز,1
پشنگ,0
صدبعلی,0
واله,1
نهنه خانم,1
مسیه,1
محمد سروش,0
ناص,0
مححمد,0
ساچلی,0
عبدابراهیم,0
غلم رضا,0
مینو ماه,1
بفراو,0
بهرا,0
گلپری,1
شهرزاد,0
قمر ناز,1
ام نسا,1
محمد میثم,0
حاجی خاتون,1
محمد یحیی,0
مصلح دین,0
بهرام بردی,0
الله ویردی,0
گلذار,1
امعلی,0
پری یا,1
مروه,1
پرپر,0
نور جان,1
کینگی,0
شرف علی,0
نجان,0
قیمتی,1
امامعلی,0
باباگل,0
لبلا,1
امه هانی,1
جان بگم,1
موحده,0
کماندار,0
عالم رخ,1
محیا,1
فرخند ه,1
ذمضانعلی,0
بوزو,0
معرف,0
قزبس,1
ابلقا سم,0
رامیز,0
میر امیر,0
رسوا,0
میرفردین,0
ام ابنین,1
ورود,0
ماه خانم,1
گل جنت,1
قرض علی,0
نحف,1
اغول بی بی,1
گوزل بی بی,1
امانسلطان,1
آذر می دخت,1
بهزتد,0
شاه عباس,0
زهی,1
عبدالرشید,0
عبدل وکیل,0
وفا علی,0
نصمیل,0
نبر,0
سعید اله,0
شیررخ,0
سترا,0
چاریار,0
عبدالجی,0
مکعصومه,1
اجیر,0
نجم الله,0
نوما,0
معظم ال,0
مولودی,0
تخرسین,0
خانم بزرگ,1
خواجه نعمان,0
حق علی,0
بکعلی,0
امیر مجید,0
اسمعل,0
پورنسا,0
برانازار,0
صنم بر,1
احرام,0
عبدالحلیم,0
ایشان,0
نجیباله,0
ملک حسن,0
بردی قلی,0
دومارینا,0
عطرگل,1
مدد علی,0
بی بی ناز,1
کریه,0
عبدالرعوف,0
جوانرو,0
فریحناز,0
ناز دولت,1
گل افشان,1
قربان بی بی,1
بهیه,1
اجمان,0
سارا بانو,1
عمان سعید,0
میر داود,0
احسانه,1
نور علی,0
قره جه,0
روحالله,0
وجیح الله,0
کوسر,1
جابرچ,0
عبدالمهدی,0
علی حضور,0
شیما ال,1
شمسدین,0
گلنار,1
کیفعلی,0
سرهاد,0
مصطفی عباس,0
رجبعلی,0
لیعیا,1
محمد اقبال,0
ماه دخت,1
سمیله,1
مهتاب ال,1
بالا گل,1
مشهد قلیچ,0
قل قاقه,0
ام الینین,1
زلفیه,1
حمنید,0
صدرالدین,0
اباذر,0
مروتعلی,0
داد علی,0
آلپای,0
مخرالدین,0
ماریتا,1
بهاران,1
اما ن الله,0
عبدالقاسم,0
قدرت ال,0
اله مراد,0
مهینه,1
عثنر,0
تیغلی,0
الیخانی,0
امیدیداله,0
گلنبر,1
قاربی بی,1
کریم وردی,0
حاجی نظر,0
حلیم بردی,1
نوراله,0
معرفت,0
شاعبدال,0
ممنصور,0
منیره زهرا,1
ایسال,1
عبدالغفار,0
نگس,0
لطیفه خانم,1
ابوالضل,0
علی مروان,0
صفا,0
حمزعلی,0
وسیمه,1
رهوار,0
تازه قربان,1
میر فیض,0
نارتاج,1
قول محمد,0
ذبیح الا,0
اق قل,0
بعثت,1
پژمان,0
ادخت علی,0
نورپری,1
کنیره,1
اسفندریار,0
حجاب الله,1
علی هاشم,0
نجف محمد,0
محمدیونس,0
میر محسن,0
آی لی,1
بصیرالدین,0
عبدالقدوس,0
زولیا,1
جهاندار,0
شیرگل,1
رژین,1
خلیل اله,0
شهامت,1
امییر,0
فولیا,0
حاجی گلدی,1
عطا لله,0
نرمینه,1
ارمیتا,1
حجت ال,0
عبدالشکور,0
اسانا,1
سکنیه,1
داو,0
طاقتعتی,0
چنگبز,0
شایگان,0
بالا خانم,1
بهرام گلدی,0
بگ محمد,0
حکم,0
کاکو,0
میرجواد,0
نصیور,0
زرنگار,1
مولا بخش,0
دردانه,1
بنت المهدی,1
میر جلا ل,0
آقاضیاء,0
فربیده,1
نعید,0
عباسی,0
وجیهه الله,0
طاغزدردی,0
ودیمریم,0
موسی بگ,0
نیم طلا,1
زرین خواه,1
غعلامعلی,0
علی شاه,0
یاور علی,0
محمدرفیع,0
عوض علی,0
امیده,1
نشمیل,1
غوشرت,0
مساکن,0
منیره,1
نور بیبی,1
عبرت اله,0
علیرصا,0
امینعلی,0
تاره گل,1
اطمه,0
سیامکل,0
وحید الله,0
مصطوفی,0
تاروولگی,1
ارشان,0
شروین,0
رازیانه,1
قدم یار,1
شاه رضا,0
ابوالفح,0
سرینگل,0
خرقالله,0
همایون,0
ضوالفغار,0
هاسم,0
سومن,0
کیامرث,0
صید کرم,0
سامیار,0
پورنیک,0
ذهیبه,1
میرمحمدرضا,0
فهامه,1
بال محمد,0
هلاکویی,0
تاس علی,0
ظهوره,0
سیه سودابه,1
ایمانعلی,0
اویان,0
آغاخانم,0
خضر الله,0
محمد راشد,0
المیناز,1
جزاء,1
خروس,0
شاه معصوم,0
محمدخالد,0
رزا,1
بگ زاده,0
پری جان,1
فیر وز,0
محمد نژاد,0
هژیه,0
قوچ علی,0
لمیه,0
دسیم,0
لقای,1
پرستو ال,1
نو بخت,0
عبداالغفار,0
مرد,0
زاهر,1
محبت,1
رامینه,1
نور خانم,1
کودرک,0
ادهمه,0
آقا علی اکبر,0
صف علی,0
انصافعلی,0
میر پنج,0
محسن الدین,0
قدرت الاه,0
حمیید رضا,0
بهرتگ,0
خیرانسای,1
رین,0
قره نی,0
طریفه,1
حاجی حسین,0
اقا محمود,0
نیر ه,1
روح آ,0
اشکان,0
ایل امان,0
خانم فاطمه,1
شاهد,0
قربان وردی,0
اوریس,0
یاسمسن,0
حاجر,1
رکسانا,1
فامه,1
قامت,0
رها,0
ماهرو,1
عدیل,0
پریدخت,1
خسین,0
عبداللهه,0
سحربانو,1
صاحب نصرت,1
زنبق,0
پریثا,1
کیکاووس,0
بالابگیم,1
شاهددخت,1
نورملک,0
امی قلی,1
نلصر,0
تاجقلی,0
حجت علی,0
بهار خانم,1
رونیا,1
باباخانی,0
گلشوم,1
ریوا,1
جلال,0
آقای نورعلی,0
میرکیا,0
یوف,0
حبهب اته,0
روح الله,0
ملایم,0
عیدالحکیم,0
جانا,1
بی بی زبیره,1
جهان بیگم,1
عبادت,0
غلام ضا,0
مبرجواد,0
رفعان,0
صدبقه,0
مرضیه السا دات,1
یعقوب لیث,0
داودرضا,0
زانیار,0
رستم,0
محمد حداد,0
فضل,0
صفرععلی,0
اسمماعیل,0
ایران خانم,1
میرحاجی,0
قاچاق,0
محممد رضا,0
ارازمراد,0
التزام,1
میمونه,1
نرگیس,1
مولودال,0
شزیفه,1
مارلک,0
رضا عبدالله,0
کنیز رضا,1
رجاء,0
کرمخدا,0
بنیامن,0
یاسین,0
گلنجش,1
عویس,0
توی,1
کن سیلو,0
شذب,0
گل بی بی,1
ساجده,1
انتظار,0
نیاتوس,0
وسفعلی,0
کرم خدا,0
بانوفرخ,1
خال یار,0
مو نسه,1
حاج عباس,0
اقدسه,1
رجاع,0
نفری,0
خاتمه,1
ارشان لوس,0
خزاله,1
عبدالقهار,0
محمد جسیم,0
حسینیه,0
نوالبه,0
رغیب اله,0
میرابوالفضل,0
گلالک,1
بی بی شیرین,1
عبدالبشیر,0
میخوش,1
جا مراد,0
حورشید,0
صاتلح,0
اباصلت,0
عبد الصمد,0
فتحعلی,0
میرنقی,0
عتیرضا,0
هوشیار,0
قزقید,1
نوروزی,0
مرید علی,0
زنگینه,0
اقا قلی,0
پرومند,1
گلی خانم,1
خزیان,0
محمدداود,0
اصبرعلی,0
بی بی زبیده,1
سشولماز,1
اسمیاعیل,0
عطیفه,1
ابو طیب,0
میرضا علی,0
مراد حاصل,0
ذولیخاه,1
میر حمزه,0
گل سمن,1
گل پری,1
شاهرز,0
جسیم,0
ناد,0
علی محمود,0
قادیر بردی,0
بایرام قلی,0
گانار,0
یوصف,0
مروارید,1
میرآقا,0
فتیحه,0
یگن محمد,1
رسولی,0
ثنا,1
الزا,0
عبالحسین,0
مانیا,1
ذهاب,0
شعبانعلی,0
مجید باقر,0
نساء بیگم,1
سلطنت,1
صباحعلی,0
عزیز قلی,0
بارزان,0
حوری نساء,1
علیب اشرف,0
حاج دوردی,0
افصل,1
محمد نبا,0
محمد میلاد,0
ملک محمد,0
فاضعلی,0
تایار,1
غلام یار,0
فراک,0
سپیدهخ,1
مز گان,1
کمرعلی,0
احمد جان,0
امیرمحسن,0
قسمه,1
عبدالمنصور,0
پایدار,0
ارمین,0
امه فیروزه,1
یغمور,0
نبراس,0
حیدر طاهر,0
مرتا,0
سویل,1
جاماسب,0
محدیث,0
آغاپری,0
مسسعود,0
راشد,0
یستان,0
سیوسن,1
فخری,0
ابو ذر,0
ابوالهاشم,0
دنیامعلی,0
پنجعلی,0
شهری جان,1
نوه,0
چهره,1
عبدالمحمدریوف,0
صغره,1
زهراالسادت,1
یوسف پناه,0
آق بی بی,0
محمدقربان,0
بس آذرخزین,0
کریم رضا,0
عبدالمنعم,0
بخشایش,0
هاجد,1
مر تض,0
مهر شاد,1
تعید,0
خمیسه,1
محمد هادی,0
قربان تاج,1
خیر النسای,1
نیاتعلی,0
عین العه,0
باد محمد,0
تل ناز,0
تواق بی بی,1
عبد الحکیم,0
علیشاه,0
وجیع اله,0
احمد قلی,0
قیه,0
مترتضی,0
زرانگیز,1
فرق,0
چاووش,0
اسلا معلی,0
احمد را,0
دیار,0
عرازبی بی,1
آیکون,0
پرزین,0
عبد ل احمد,0
حقوردی,0
معزز,0
فخری سادلت,1
عابر,0
سیاوش,0
رجعبلی,0
عبدالخدر,0
معمان,0
عالمتاج,1
اشراق,0
زارع کلینی,0
محمد تقی,0
خدابردی,0
اردکان,0
علمیه,1
ایل مراد,0
اباذر علی,0
دریاقلی,0
بی بی سلیمه,1
نینوا,1
مشتمان,0
شیر دل,0
خانم مشتی قان,1
علام محمد,0
آدینه محمد,1
شاپیکر,1
فطرت,1
مختوم گلی,0
املم علی,0
نادر,0
اشیه,1
ولیمراد,0
عطامعلی,0
مهر ی,0
ععلیرضا,0
نصار احمد,0
سقاح,0
بدریه,0
شهاب الله,0
بلقییس,1
جمشید علی,0
ایمانفر,0
سارا بی بی,1
میرهانی,0
یعقوپ,0
عضظیم,0
پرتاش,0
علدالرحمن,0
عسگرعلی,0
شیر ولی,0
بایرام محمد,0
صفر تواق,1
محمدغلام,0
امیر ابراهیم,0
دلفا,0
ابیله,0
محمد فاضل,0
حدیبه,1
نیمتاج,1
محمدطی,0
حبیب اقا,0
فروحر,1
علع,0
دلکس,0
الله بخش,0
ملان,0
ارکان,0
هینا,0
ماندنی,1
شه دوست,0
میر خلیل,0
بهراد,0
مصومه,1
سبحان,0
خیرمراد,0
عبداته,0
محمدهوتن,0
بتیل,1
خدیجه ال,1
زیرم,0
نظرقلیچ,0
فرض اله,0
عبد النادر,0
محلقا,1
گل واتین,1
منا,1
هاره,0
سغری,1
کمانه,0
احمدرضا,0
کیو مر ث,0
عارفه,1
علی همت,0
ارس,0
فاروق,0
خلال,0
ارا,1
هادی صمد,0
سر اله,0
ایما ن,0
دلینا,1
محبوب الدین,0
تایماز,0
نسی,1
یارالله,0
نصرالدین,0
سیمحسن,0
بهنوش,1
عابت,0
خدر,0
داو د,0
ملحیه,1
ایل آترا,1
ایلچین,0
نجف علی,0
علی ور,0
سعیده راضیه,1
ایمامعلی,0
عبادی,0
والده,1
امیرمحمد,0
همزه اله,0
مهیده,0
پاییزه,1
تریکه,1
حاج سلطان,0
فر گل,1
پیر قلی,0
حاجی رحمن,0
آرشین,0
ثانیه,0
عطوف,0
آریز,0
قزال باس,1
پرند پس,0
رامینا,0
عبدالوسع,0
شهنام,0
عبد الجبار,0
لطفعی,0
هیمه,1
رودک,0
پریور,1
صفدر علی,0
بابا خان,0
شرینعلی,0
ربابه خاتون,1
پریسال,1
گل قز,1
کا مل,0
مجیبه,1
عبا,0
گل داداش,1
بیؤن,0
ریسی,0
محمدسعیدی,0
امراد,0
سلام,0
یاخچی خانم,1
دانبال,0
فرحدوخت,0
بیروز,0
امد,0
ابوالفصل,0
شادان,0
قدیر محمد,0
اسداله,0
قودوس,1
هظی,0
محمدمرتضی,0
نباتی,1
وزیر احمد,0
حسینغلی,0
غلام احمد,0
خورنیا,1
محمد وحید,0
چیمن,0
باباجان,0
تویقلی,0
عبداله اله,0
ممحمدرضا,0
چنیا,1
فاطمه بانو,1
حمدیه,1
عبد اللطیف,0
میربرار,0
ابولقالقاسم,0
عیس,0
همابانو,1
مقبلی,0
رحمن بخش,0
تزه,0
حمیر زضا,0
قیس,0
شاهده,1
مهر نگار,1
سنیا,1
حارث,0
مهر علی مهر,0
گل افرین,1
لطف,1
انسیه بیگم,1
آ لان,0
بی بی مرضیه,1
یوسن,0
بهسان,1
نیاز,1
سعدا له,0
حمینه,1
عاصی,0
زین تاج,1
جان آقا,0
نسا,1
عیاد,0
گلخاتون,1
ابمن,0
محمد سانع,0
مجبی,0
مهنازال,1
انو ر,1
مرتصی,0
طهیه,1
رهام الدین,0
علی اصعر,0
یزذان,0
صحیب,0
فرنام,0
نزار,0
سطرا,0
گل رحمان,1
مهدی قلی,0
والی خان,0
رقیه,1
سهیلا ال,1
رغنا,1
لیدار,1
گورگیس,1
جها نبخش,0
سیلوانا,1
محمدعاصف,0
توی بی بی,1
فریب,1
هیلا,1
هجر,0
عبدلحسن,0
ماه صنم,1
هجرت,1
سهند,0
جاواد,0
ارتوگل,1
هاجرال,1
عزتاله,0
علی اکپر,0
بابایا,0
آمال,1
قنبرعلی,0
رزیتا,1
نفس قلی,0
